,Nome_dependencia_Administrativa,Diretoria_de_ensino,Nome_Escola,Codigo_Municipio,Municipio,Bairro,Distrito,CEP,Complemento,Endereco,Numero,Ddd,Fone1,Fone2,Email
81,MUNICIPAL,SAO JOSE DOS CAMPOS,MARIA NAZARETH DE MOURA VERONESE PROFA EMEF,645,SAO JOSE DOS CAMPOS,JARDIM DA GRANJA,SAO JOSE DOS CAMPOS,12227510,PRACA,COLUMBA ,45,12.0,39213424.0,39424341.0,EMEFMARIAVERONESE@SJC.SP.GOV.BR
82,MUNICIPAL,SAO JOSE DOS CAMPOS,MARIA OFELIA VENEZIANI PEDROSA PROFA EMEF,645,SAO JOSE DOS CAMPOS,JARDIM LIMOEIRO,SAO JOSE DOS CAMPOS,12241340,RUA,SERGIO GONZAGA AZEVEDO ,130,12.0,39330408.0,39349019.0,EMEFMARIAOFELIA@SJC.SP.GOV.BR
83,MUNICIPAL,SAO JOSE DOS CAMPOS,MARIANA TEIXEIRA CORNELIO PROFA EMEF,645,SAO JOSE DOS CAMPOS,JARDIM TELESPARK,SAO JOSE DOS CAMPOS,12212700,RUA,BENEDITO PEREIRA LIMA ,200,12.0,39133600.0,39133601.0,EMEFMARIANATEIXEIRA@SJC.SP.GOV.BR
84,MUNICIPAL,SAO JOSE DOS CAMPOS,MARIANITA DE OLIVEIRA PEREIRA SANTOS PROFA NEI,645,SAO JOSE DOS CAMPOS,BOSQUE DOS EUCALIPTOS,SAO JOSE DOS CAMPOS,12233290,RUA,VICOSA ,5,12.0,39361002.0,,EMEIMARIANITADEOLIVEIRA@SJC.SP.GOV.BR
85,MUNICIPAL,SAO JOSE DOS CAMPOS,MARILDA APARECIDA MONTEMOR PROFA EMEI,645,SAO JOSE DOS CAMPOS,JARDIM ORIENTE,SAO JOSE DOS CAMPOS,12236231,PRACA,VICTOR HUGO ,SN,12.0,39341602.0,39393268.0,EMEIMARILDAMONTEMOR@SJC.SP.GOV.BR
86,MUNICIPAL,SAO JOSE DOS CAMPOS,MARILDA FERREIRA DE BRITO BARROS PEREIRA IMI,645,SAO JOSE DOS CAMPOS,JARDIM VALPARAIBA,SAO JOSE DOS CAMPOS,12221371,PRACA,MUSICOS ,140,12.0,39120298.0,39298083.0,IMIMARILDAFERREIRA@SJC.SP.GOV.BR
87,MUNICIPAL,SAO JOSE DOS CAMPOS,MARIO CAMPANER PROF EMEI,645,SAO JOSE DOS CAMPOS,JARDIM DAS INDUSTRIAS,SAO JOSE DOS CAMPOS,12241100,PRACA,FLAMBOYANT ,131,12.0,39315785.0,,EMEIMARIOCAMPANER@SJC.SP.GOV.BR
88,MUNICIPAL,SAO JOSE DOS CAMPOS,MAROCA VENEZIANI IMI,645,SAO JOSE DOS CAMPOS,ALTO DA PONTE,SAO JOSE DOS CAMPOS,12212500,RUA,RUA ALZIRO LEBRAO,SN,12.0,39229937.0,,IMIMAROCAVENEZIANI@SJC.SP.GOV.BR
89,MUNICIPAL,SAO JOSE DOS CAMPOS,MARQUES DE RABICO NUCLEO DE EDUCACAO INFANTIL,466,MONTEIRO LOBATO,CENTRO,MONTEIRO LOBATO,12250000,BAIRRO TAGUARI - KM 114,RODOVIA SP-50 ,SN,12.0,39480314.0,39791268.0,NARIZINHOARREBITADO@HOTMAIL.COM
90,MUNICIPAL,SAO JOSE DOS CAMPOS,MARTHA ABIB CASTANHO PROFESSORA EMEF,645,SAO JOSE DOS CAMPOS,JARDIM SATELITE,SAO JOSE DOS CAMPOS,12230021,RUA,LEBLON ,60,12.0,39333008.0,39336355.0,EMEFMARTHAABIB@SJC.SP.GOV.BRF
91,MUNICIPAL,SAO JOSE DOS CAMPOS,MERCEDES CARNEVALLI KLEIN PROFA EMEF,645,SAO JOSE DOS CAMPOS,JARDIM SATELITE,SAO JOSE DOS CAMPOS,12230810,RUA,ITAPOA ,350,12.0,39311404.0,39349082.0,EMEFMERCEDESCARNEVALLI@SJC.SP.GOV.BR
92,MUNICIPAL,SAO JOSE DOS CAMPOS,MERCEDES RACHID EDWARDS EMEF,645,SAO JOSE DOS CAMPOS,SAO FRANCISCO XAVIER,SAO FRANCISCO XAVIER,12249000,PRACA,ESTRADA MUNICIPAL VEREADOR PEDRO DAVID,19251,12.0,39261634.0,39261874.0,EMEFMERCEDESRACHID@SJC.SP.GOV.BR
93,MUNICIPAL,SAO JOSE DOS CAMPOS,MOACYR BENEDICTO DE SOUZA PROF EMEF,645,SAO JOSE DOS CAMPOS,CAMPO DOS ALEMAES,SAO JOSE DOS CAMPOS,12239420,RUA,MARIA MARTINS OTTOBONI ,100,12.0,39661000.0,39661829.0,EMEFMOACYRBENEDICTO@SJC.SP.GOV.BR
94,MUNICIPAL,SAO JOSE DOS CAMPOS,NEI PROFESSORA MARIA APARECIDA SAVASTANO SANCHEZ,645,SAO JOSE DOS CAMPOS,CENTRO,SAO JOSE DOS CAMPOS,12249000,PRACA,RUA TREZE DE MAIO,SN,12.0,39261665.0,,NEISAOFRANCISCOXAVIER@SJC.SP.GOV.BR
95,MUNICIPAL,SAO JOSE DOS CAMPOS,NORMA DE CONTI SIMAO PROFA EMEF,645,SAO JOSE DOS CAMPOS,CAMPO DOS ALEMAES,SAO JOSE DOS CAMPOS,12239260,RUA,JOAO ADAO ,349,12.0,39371818.0,39372828.0,EMEFNORMACONTI@SJC.SP.GOV.BR
96,MUNICIPAL,SAO JOSE DOS CAMPOS,NORMA LUCIA RODRIGUES DE ALMEIDA PROFA EMEI,645,SAO JOSE DOS CAMPOS,JARDIM DAS FLORES,EUGENIO DE MELO,12247650,RUA,FLOR DE LIS ,133,12.0,39052099.0,,EMEINORMALUCIA@SJC.SP.GOV.BR
97,MUNICIPAL,SAO JOSE DOS CAMPOS,NÚCLEO DE EDUCAÇÃO INFANTIL NARIZINHO ARREBITADO ,466,MONTEIRO LOBATO,CENTRO,MONTEIRO LOBATO,12250000,PRACA,RUA HUMBERTO CAPELLI,191,12.0,39791268.0,,NARIZINHOARREBITADO@HOTMAIL.COM
98,MUNICIPAL,SAO JOSE DOS CAMPOS,NÚCLEO DE EDUCAÇÃO INFANTIL PROFA SILVIA HELENA DE SOUSA ,645,SAO JOSE DOS CAMPOS,SANTANA,SAO JOSE DOS CAMPOS,12211330,RUA,JOAO JOSE DO NASCIMENTO ,77,12.0,39235204.0,,NEIVILACESAR@SJC.SP.GOV.BR
99,MUNICIPAL,SAO JOSE DOS CAMPOS,OLGA FRANCO CUSTODIO PROFA NEI,645,SAO JOSE DOS CAMPOS,JARDIM MOTORAMA,SAO JOSE DOS CAMPOS,12224000,AVENIDA,ROSAS ,232,12.0,39296823.0,,EMEIOLGAFRANCO@SJC.SP.GOV.BR
100,MUNICIPAL,SAO JOSE DOS CAMPOS,OLIVIA DOS SANTOS FEIERABEND EMEF,466,MONTEIRO LOBATO,BAIRRO DO TAQUARI,MONTEIRO LOBATO,12250000,PRACA,ESTRADA SP 50 KM 114,SN,12.0,39480314.0,39481288.0,ESCOLAFUNDAMENTAL@MONTEIROLOBATO.SP.GOV.BR
101,MUNICIPAL,SAO JOSE DOS CAMPOS,OSWALDO COPPIO NEI,645,SAO JOSE DOS CAMPOS,JARDIM SAO JOSE II,SAO JOSE DOS CAMPOS,12248674,RUA,FREDIANO BIANCHI FILHO ,151,12.0,39291267.0,,NEIDOROTIDASILVA@SJC.SP.GOV.BR
102,MUNICIPAL,SAO JOSE DOS CAMPOS,OTACILIA MADUREIRA DE MOURA PROFA EMEF,645,SAO JOSE DOS CAMPOS,VILA NAIR,SAO JOSE DOS CAMPOS,12231270,PRACA,QUIRIRIM ,101,12.0,39215655.0,39424780.0,EMEFOTACILIAMOURA@SJC.SP.GOV.BR
103,MUNICIPAL,SAO JOSE DOS CAMPOS,PALMYRA SANT'ANNA PROFA EMEF,645,SAO JOSE DOS CAMPOS,VILA INDUSTRIAL,SAO JOSE DOS CAMPOS,12220000,AVENIDA,JUSCELINO KUBITSCHEK PRESIDENTE,6907,12.0,39125510.0,39292089.0,EMEFPALMYRASANTANNA@SJC.SP.GOV.BR
104,MUNICIPAL,SAO JOSE DOS CAMPOS,PEDRO DE ALCANTARA DOM EMEF,645,SAO JOSE DOS CAMPOS,CONJUNTO RESIDENCIAL DOM PEDRO I,SAO JOSE DOS CAMPOS,12232750,AVENIDA,ADILSON JOSE DA CRUZ ,7581,12.0,39661244.0,39661964.0,EMEFDOMPEDRO@SJC.SP.GOV.BR
105,MUNICIPAL,SAO JOSE DOS CAMPOS,PEDRO DE ALCANTARA DOM IMI,645,SAO JOSE DOS CAMPOS,CONJ HAB PAPA JOAO PAULO II,SAO JOSE DOS CAMPOS,12232427,RUA,RUA JOSE BENEDITO CASTILHO,SN,12.0,39662525.0,,IMIDOMPEDRO@SJC.SP.GOV.BR
106,MUNICIPAL,SAO JOSE DOS CAMPOS,POSSIDONIO JOSE DE FREITAS EMEF,645,SAO JOSE DOS CAMPOS,CONJUNTO RESIDENCIAL GALO BRANCO,SAO JOSE DOS CAMPOS,12247530,RUA,FELICIO JABBUR NASSER ,935,12.0,39051911.0,39053030.0,EMEFPOSSIDONIOFREITAS@SJC.SP.GOV.BR
107,MUNICIPAL,SAO JOSE DOS CAMPOS,POSSIDONIO SALLES PROFESSOR EMEF,645,SAO JOSE DOS CAMPOS,JARDIM AMERICANO,SAO JOSE DOS CAMPOS,12225070,RUA,BENEDITO ERAS ,SN,12.0,39027392.0,,EMEFPOSSIDONIOSALLES@SJC.SP.GOV.BR
108,MUNICIPAL,SAO JOSE DOS CAMPOS,POUSADA DO VALE IMI,645,SAO JOSE DOS CAMPOS,CHACARAS POUSADA DO VALE,SAO JOSE DOS CAMPOS,12226740,RUA,CEREJEIRA ,SN,12.0,39293168.0,,IMIPOUSADADOVALE@SJC.SP.GOV.BR
109,MUNICIPAL,SAO JOSE DOS CAMPOS,PROFESSORA SONIA MARA RAMOS NUCLEO DE EDUCACAO INFANTIL,645,SAO JOSE DOS CAMPOS,VILA SAO PEDRO,SAO JOSE DOS CAMPOS,12216390,PRACA,PARAIBA ,119,12.0,39229689.0,,NEIVILASAOPEDRO@SJC.SP.GOV.BR
110,MUNICIPAL,SAO JOSE DOS CAMPOS,REINO DAS AGUAS CLARAS NUCLEO DE EDUCACAO INFANTIL,466,MONTEIRO LOBATO,CENTRO,MONTEIRO LOBATO,12250000,PRACA,RUA BERNARDINO DE CAMPOS,160,12.0,39791583.0,,SILVANAMOURA2016@OUTLOOK.COM
111,MUNICIPAL,SAO JOSE DOS CAMPOS,RIO COMPRIDO NEI,645,SAO JOSE DOS CAMPOS,RIO COMPRIDO,SAO JOSE DOS CAMPOS,12224730,RUA,RUA SAO FRANCISCO,181,12.0,39393224.0,,NEIRIOCOMPRIDO@SJC.SP.GOV.BR
112,MUNICIPAL,SAO JOSE DOS CAMPOS,ROSA TOMITA PROFA EMEF,645,SAO JOSE DOS CAMPOS,JARDIM SAO JOSE II,SAO JOSE DOS CAMPOS,12248678,RUA,AYRTON SENNA DA SILVA ,90,12.0,32292995.0,39120390.0,EMEFROSATOMITA@SJC.SP.GOV.BR
113,MUNICIPAL,SAO JOSE DOS CAMPOS,ROSANA SCARPEL DA SILVA PROFA EMEI,645,SAO JOSE DOS CAMPOS,CAMPO DOS ALEMAES,SAO JOSE DOS CAMPOS,12239290,,JOAO DE OLIVEIRA E SILVA,S/N,12.0,39661275.0,,PLANEJAMENTOESCOLAR@SJC.SP.GOV.BR
114,MUNICIPAL,SAO JOSE DOS CAMPOS,RUTH NUNES DA TRINDADE PROFA EMEF,645,SAO JOSE DOS CAMPOS,JARDIM TORRAO DE OURO,SAO JOSE DOS CAMPOS,12229010,RUA,WALDEMAR TEIXEIRA ,900,12.0,39441030.0,39441670.0,EMEFRUTHNUNES@SJC.SP.GOV.BR
115,MUNICIPAL,SAO JOSE DOS CAMPOS,SANDRA REGINA DE ALMEIDA PAULO PROFA EMEI,645,SAO JOSE DOS CAMPOS,JARDIM AMERICANO,SAO JOSE DOS CAMPOS,12225050,PRACA,JOSE CARLOS PACE ,220,12.0,39296773.0,,EMEISANDRAREGINA@SJC.SP.GOV.BR
116,MUNICIPAL,SAO JOSE DOS CAMPOS,SEBASTIANA COBRA PROFA EMEF,645,SAO JOSE DOS CAMPOS,JARDIM DAS INDUSTRIAS,SAO JOSE DOS CAMPOS,12240150,RUA,RUA DOS AMORES-PERFEITOS,95,12.0,39311814.0,39345393.0,EMEFSEBASTIANACOBRA@SJC.SP.GOV.BR
117,MUNICIPAL,SAO JOSE DOS CAMPOS,SILVANA MARIA RIBEIRO DE ALMEIDA PROFA EMEF,645,SAO JOSE DOS CAMPOS,JARDIM DAS CEREJEIRAS,SAO JOSE DOS CAMPOS,12225570,RUA,QUATRO DE MARCO ,10,12.0,39075772.0,39077494.0,EMEFSILVANAMARIA@SJC.SP.GOV.BR
118,MUNICIPAL,SAO JOSE DOS CAMPOS,SONIA MARIA PEREIRA DA SILVA PROFA EMEF,645,SAO JOSE DOS CAMPOS,PARQUE NOVO HORIZONTE,SAO JOSE DOS CAMPOS,12225740,RUA,RUA DOS ALFAIATES,321,12.0,39073355.0,39074020.0,EMEFSONIAMARIA@SJC.SP.GOV.BR
119,MUNICIPAL,SAO JOSE DOS CAMPOS,THEREZINHA DO MENINO JESUS SOARES DO NASCIMENTO PROFA EMEF,645,SAO JOSE DOS CAMPOS,CONJUNTO RESIDENCIAL DOM PEDRO I,SAO JOSE DOS CAMPOS,12232841,RUA,FRANCISCO CARLOS BARBOSA ,200,12.0,39661028.0,39661582.0,EMEFTHEREZINHAJESUS@SJC.SP.GOV.BR
120,MUNICIPAL,SAO JOSE DOS CAMPOS,TORATARO TAKITANI EMEI,645,SAO JOSE DOS CAMPOS,JARDIM VALE DO SOL,SAO JOSE DOS CAMPOS,12238090,PRACA,BAHIA DE SAO SALVADOR ,142,12.0,39313382.0,39340442.0,EMEITORATAROTAKITANI@SJC.SP.GOV.BR
121,MUNICIPAL,SAO JOSE DOS CAMPOS,VALERIA APARECIDA DE ALMEIDA VASCONCELOS PROFA EMEI,645,SAO JOSE DOS CAMPOS,RESIDENCIAL GAZZO,SAO JOSE DOS CAMPOS,12236852,ESTRADA,ARCILIO MOREIRA DA SILVA ,191,12.0,39318887.0,,EMEIVALERIAAPARECIDA@SJC.SP.GOV.BR
122,MUNICIPAL,SAO JOSE DOS CAMPOS,VERA BABO DE OLIVEIRA PROFA EMEF,645,SAO JOSE DOS CAMPOS,JARDIM ALTOS DE SANTANA,SAO JOSE DOS CAMPOS,12214010,AVENIDA,ALTO DO RIO DOCE ,801,12.0,39215748.0,39424478.0,EMEFVERABABO@SJC.SP.GOV.BR
123,MUNICIPAL,SAO JOSE DOS CAMPOS,VERA LUCIA CARNEVALLI BARRETO PROFA EMEF,645,SAO JOSE DOS CAMPOS,SANTANA,SAO JOSE DOS CAMPOS,12211115,AVENIDA,OLIVO GOMES ,520,12.0,39216258.0,39422780.0,EMEFVERALUCIA@SJC.SP.GOV.BR
124,MUNICIPAL,SAO JOSE DOS CAMPOS,VICENTE SIMIAO LUZ NEI,645,SAO JOSE DOS CAMPOS,JARDIM SAO LEOPOLDO,SAO JOSE DOS CAMPOS,12228191,RUA,NATALIO ANGELO STABELI ,20,12.0,39441481.0,,NEIVICENTESIMIAO@SJC.SP.GOV.BR
125,MUNICIPAL,SAO JOSE DOS CAMPOS,VILA PAIVA NEI,645,SAO JOSE DOS CAMPOS,VILA PAIVA,SAO JOSE DOS CAMPOS,12213400,RUA,ANTONIO PEDRO PEROTTI ,375,12.0,39228122.0,,NEIVILAPAIVA@SJC.SP.GOV.BR
126,MUNICIPAL,SAO JOSE DOS CAMPOS,VILA SAO BENTO NEI,645,SAO JOSE DOS CAMPOS,VILA SAO BENTO,SAO JOSE DOS CAMPOS,12231600,RUA,GURUPI ,40,12.0,39434271.0,,NEIVILASAOBENTO@SJC.SP.GOV.BR
127,MUNICIPAL,SAO JOSE DOS CAMPOS,VILA SAO GERALDO NEI DA,645,SAO JOSE DOS CAMPOS,VILA SAO GERALDO,SAO JOSE DOS CAMPOS,12213270,RUA,MANOEL FERNANDES NETTO MAJOR,320,12.0,39212537.0,,EMEIPADREBONAFE@SJC.SP.GOV.BR
128,MUNICIPAL,SAO JOSE DOS CAMPOS,VISCONDE DE SABUGOSA NUCLEO DE EDUCACAO INFANTIL,466,MONTEIRO LOBATO,CENTRO,MONTEIRO LOBATO,12250000,BAIRRO SAO BENEDITO,RODOVIA SP 50,SN,12.0,39791268.0,,NARIZINHOARREBITADO@HOTMAIL.COM
129,MUNICIPAL,SAO JOSE DOS CAMPOS,WALDEMAR RAMOS PROF EMEF,645,SAO JOSE DOS CAMPOS,CIDADE VISTA VERDE,SAO JOSE DOS CAMPOS,12223410,RUA,MEXICO ,84,12.0,39120318.0,39125840.0,EMEFWALDEMARRAMOS@SJC.SP.GOV.BR
130,MUNICIPAL,SAO JOSE DOS CAMPOS,ZELI DE TOLEDO DIAS PROFA EMEI,645,SAO JOSE DOS CAMPOS,JARDIM UIRA,SAO JOSE DOS CAMPOS,12227620,AVENIDA,CURRUIRAS ,160,12.0,39214527.0,,EMEIZELIDETOLEDO@SJC.SP.GOV.BR
131,MUNICIPAL,SAO JOSE DOS CAMPOS,ZENAIDE VILALVA ARAUJO PROFA EMEI,645,SAO JOSE DOS CAMPOS,VILA ADYANA,SAO JOSE DOS CAMPOS,12243750,RUA,PRUDENTE MEIRELES DE MORAIS ENGENHEIRO,1000,12.0,39217439.0,,EMEIZENAIDEVILALVA@SJC.SP.GOV.BR
132,MUNICIPAL,SAO JOSE DOS CAMPOS,ZILDA COSTA DE OLIVEIRA PROFA EMEI,645,SAO JOSE DOS CAMPOS,JARDIM DA GRANJA,SAO JOSE DOS CAMPOS,12227230,PRACA,HELIO DIAS ,137,12.0,39225411.0,,EMEIZILDACOSTA@SJC.SP.GOV.BR
0,ESTADUAL - SE,SAO JOSE DOS CAMPOS,ADELIA CHUCRI NEME,645,SAO JOSE DOS CAMPOS,VILA INDUSTRIAL,SAO JOSE DOS CAMPOS,12220000,AVENIDA,AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK,6701,12.0,39293509.0,39293816.0,E046826A@EDUCACAO.SP.GOV.BR
1,ESTADUAL - SE,SAO JOSE DOS CAMPOS,ALCEU MAYNARD ARAUJO PROFESSOR,645,SAO JOSE DOS CAMPOS,JARDIM MOTORAMA,SAO JOSE DOS CAMPOS,12224100,RUA,MIOSOTIS ,75,12.0,39295394.0,39295576.0,E013481A@EDUCACAO.SP.GOV.BR
2,ESTADUAL - SE,SAO JOSE DOS CAMPOS,AMINTAS ROCHA BRITO PROFESSOR,645,SAO JOSE DOS CAMPOS,JARDIM CASTANHEIRA,SAO JOSE DOS CAMPOS,12225290,RUA,ANIBAL FERRI ,193,12.0,39071375.0,39072011.0,E917597A@EDUCACAO.SP.GOV.BR
3,ESTADUAL - SE,SAO JOSE DOS CAMPOS,ANA CANDIDA DE BARROS MOLINA PROFESSORA,645,SAO JOSE DOS CAMPOS,VILA INDUSTRIAL,SAO JOSE DOS CAMPOS,12220280,PREDIO,SAIGIRO NAKAMURA ,300,12.0,39027356.0,39051899.0,E013572A@EDUCACAO.SP.GOV.BR
4,ESTADUAL - SE,SAO JOSE DOS CAMPOS,ANA HERONDINA SOARES SCHYCHOF PROFESSORA,645,SAO JOSE DOS CAMPOS,CIDADE VISTA VERDE,SAO JOSE DOS CAMPOS,12223600,RUA,CIDADE DE WASHINGTON ,163,12.0,39293693.0,39294402.0,E917448A@EDUCACAO.SP.GOV.BR
5,ESTADUAL - SE,SAO JOSE DOS CAMPOS,ARLETE ELOIZA FERREIRA TEIXEIRA PROFESSORA,645,SAO JOSE DOS CAMPOS,JARDIM NOVA DETROIT,SAO JOSE DOS CAMPOS,12224580,RUA,ORLANDO SILVA ,35,12.0,39122553.0,39295568.0,E905112A@EDUCACAO.SP.GOV.BR
6,ESTADUAL - SE,SAO JOSE DOS CAMPOS,ARMANDO D OLIVEIRA COBRA,645,SAO JOSE DOS CAMPOS,CENTRO - DISTRITO DE SÃO FRANCISCO XAVIER,SAO FRANCISCO XAVIER,12249000,,TREZE DE MAIO,295,12.0,39261154.0,39261255.0,E013730A@EDUCACAO.SP.GOV.BR
7,ESTADUAL - SE,SAO JOSE DOS CAMPOS,AYR PICANCO BARBOSA DE ALMEIDA PROFESSORA,645,SAO JOSE DOS CAMPOS,BOSQUE DOS EUCALIPTOS,SAO JOSE DOS CAMPOS,12233250,RUA,GALILEIA ,365,12.0,39171629.0,39361956.0,E047958A@EDUCACAO.SP.GOV.BR
8,ESTADUAL - SE,SAO JOSE DOS CAMPOS,BAIRRO BENGALAR,645,SAO JOSE DOS CAMPOS,BENGALAR,SAO JOSE DOS CAMPOS,12209000,AVENIDA,TRAVESSA SANTO IVO,11,12.0,39489009.0,,E013500A@EDUCACAO.SP.GOV.BR
9,ESTADUAL - SE,SAO JOSE DOS CAMPOS,BAIRRO BOM SUCESSO,645,SAO JOSE DOS CAMPOS,BOM SUCESSO,SAO JOSE DOS CAMPOS,12211843,TRAVESSA,ESTRADA DO BOM SUCESSO,SN,12.0,996089208.0,,E013500A@EDUCACAO.SP.GOV.BR
10,ESTADUAL - SE,SAO JOSE DOS CAMPOS,BAIRRO DAS PERNAMBUCANAS,645,SAO JOSE DOS CAMPOS,CAPUAVA,SAO JOSE DOS CAMPOS,12225000,AVENIDA,R HONDURAS,197,12.0,39441424.0,39441815.0,E013791A@EDUCACAO.SP.GOV.BR
11,ESTADUAL - SE,SAO JOSE DOS CAMPOS,BAIRRO TURVO DE BAIXO,645,SAO JOSE DOS CAMPOS,TURVO,SAO JOSE DOS CAMPOS,12209000,AVENIDA,ESTRADA MUNICIPAL DO TURVO,SN,12.0,39225990.0,39234690.0,E013500A@EDUCACAO.SP.GOV.BR
12,ESTADUAL - SE,SAO JOSE DOS CAMPOS,BENEDITO MATARAZZO DEPUTADO,645,SAO JOSE DOS CAMPOS,JARDIM AMERICA,SAO JOSE DOS CAMPOS,12235430,RUA,MINDANAU ,111,12.0,39331066.0,39347767.0,E001557A@EDUCACAO.SP.GOV.BR
13,ESTADUAL - SE,SAO JOSE DOS CAMPOS,CEEJA DE SAO JOSE DOS CAMPOS,645,SAO JOSE DOS CAMPOS,VILA NOVA CRISTINA,SAO JOSE DOS CAMPOS,12211139,RUA,CLAUDINO PRISCO ,343,12.0,39218470.0,39226807.0,E980195A@EDUCACAO.SP.GOV.BR
14,ESTADUAL - SE,SAO JOSE DOS CAMPOS,CEL JTO A EE ESTEVAN FERRI PROFESSOR,645,SAO JOSE DOS CAMPOS,MONTE CASTELO,SAO JOSE DOS CAMPOS,12215110,RUA,CANTIDIO MIRAGAIA ,100,12.0,39411766.0,39419795.0,E023462A@EDUCACAO.SP.GOV.BR
15,ESTADUAL - SE,SAO JOSE DOS CAMPOS,CEL JTO A EE JOSE VIEIRA MACEDO PROF,645,SAO JOSE DOS CAMPOS,JARDIM SATELITE,SAO JOSE DOS CAMPOS,12230750,RUA,IPIAU ,162,12.0,39315911.0,39317542.0,E013560A@EDUCACAO.SP.GOV.BR
16,ESTADUAL - SE,SAO JOSE DOS CAMPOS,CENTRO ATEND SOCIOEDUC ADOLESC SAO JOSE DOS CAMPOS CI,645,SAO JOSE DOS CAMPOS,TAMOIOS,SAO JOSE DOS CAMPOS,12233000,AVENIDA,RODOVIA TAMOIOS,KM 12,12.0,39210167.0,39234800.0,PEGAGCSETAMOIOS@CASA.SP.GOV.BR
17,ESTADUAL - SE,SAO JOSE DOS CAMPOS,CENTRO DE RESSOCIALIZACAO FEMININO DE SAO JOSE DOS CAMPOS,645,SAO JOSE DOS CAMPOS,CENTRO,SAO JOSE DOS CAMPOS,12245681,TRAVESSA,FRANCISCO ALMADA ,81,12.0,39112201.0,39428997.0,VERABR77@GMAIL.COM
18,ESTADUAL - SE,SAO JOSE DOS CAMPOS,DIACONO HAMILTON BONTORIM DE SOUZA PROFESSOR,645,SAO JOSE DOS CAMPOS,ALTOS DA VILA PAIVA,SAO JOSE DOS CAMPOS,12213078,RUA,RIO DO PEIXE ,351,12.0,39072004.0,39318415.0,E497095A@EDUCACAO.SP.GOV.BR
19,ESTADUAL - SE,SAO JOSE DOS CAMPOS,DINORA PEREIRA RAMOS BRITO PROFESSORA,645,SAO JOSE DOS CAMPOS,PUTIM,SAO JOSE DOS CAMPOS,12228000,AVENIDA,JOAO RODOLFO CASTELLI ,157,12.0,39441135.0,39441144.0,E901532A@EDUCACAO.SP.GOV.BR
20,ESTADUAL - SE,SAO JOSE DOS CAMPOS,DIRCE ELIAS PROFESSORA,645,SAO JOSE DOS CAMPOS, FREITAS,SAO JOSE DOS CAMPOS,12214422,ESTRADA MUNICIPAL,ESTRADA MUNICIPAL JOSE BENEDITO DE OLIVEIRA,1991,12.0,39481048.0,39481303.0,E905124A@EDUCACAO.SP.GOV.BR
21,ESTADUAL - SE,SAO JOSE DOS CAMPOS,DOMINGOS DE MACEDO CUSTODIO PROFESSOR,645,SAO JOSE DOS CAMPOS,VILA SAO BENEDITO,SAO JOSE DOS CAMPOS,12227060,PRACA,BENEDITO UGOLINO SILVA GUERRA ,311,12.0,39222004.0,39222419.0,E042336A@EDUCACAO.SP.GOV.BR
22,ESTADUAL - SE,SAO JOSE DOS CAMPOS,DORIVAL MONTEIRO DE OLIVEIRA PROFESSOR,645,SAO JOSE DOS CAMPOS,PARQUE NOVO HORIZONTE,SAO JOSE DOS CAMPOS,12225660,RUA,PEDREIROS ,367,12.0,39071570.0,39072009.0,E042304A@EDUCACAO.SP.GOV.BR
23,ESTADUAL - SE,SAO JOSE DOS CAMPOS,EDERA IRENE PEREIRA DE OLIVEIRA CARDOSO PROFESSORA,645,SAO JOSE DOS CAMPOS,JARDIM SAO JUDAS TADEU,SAO JOSE DOS CAMPOS,12228450,RUA,RUA SAO JANUARIO,81,12.0,39441675.0,39445190.0,E925925A@EDUCACAO.SP.GOV.BR
24,ESTADUAL - SE,SAO JOSE DOS CAMPOS,EDEWALDO FREITAS GAIA SANT ANA PROFESSOR,645,SAO JOSE DOS CAMPOS,JARDIM AMERICA,SAO JOSE DOS CAMPOS,12235420,RUA,ROSARIO ,540,12.0,39314667.0,39317118.0,E013493A@EDUCACAO.SP.GOV.BR
25,ESTADUAL - SE,SAO JOSE DOS CAMPOS,EDGAR MELLO MATTOS DE CASTRO ENGENHEIRO,645,SAO JOSE DOS CAMPOS,CAMPO DOS ALEMAES,SAO JOSE DOS CAMPOS,12239148,ESTRADA,IMPERADOR ,701,12.0,39661272.0,39661799.0,E917254A@EDUCACAO.SP.GOV.BR
26,ESTADUAL - SE,SAO JOSE DOS CAMPOS,ELIDIA TEDESCO DE OLIVEIRA PROFESSORA,645,SAO JOSE DOS CAMPOS,CONJUNTO RESIDENCIAL GALO BRANCO,SAO JOSE DOS CAMPOS,12247430,RUA,JUVENAL SANTOS ,4,12.0,39050221.0,39052196.0,E920459A@EDUCACAO.SP.GOV.BR
27,ESTADUAL - SE,SAO JOSE DOS CAMPOS,ELMANO FERREIRA VELOSO,645,SAO JOSE DOS CAMPOS,CHACARAS REUNIDAS,SAO JOSE DOS CAMPOS,12238350,RUA,MONTE AZUL ,795,12.0,39314646.0,,MARADIRET@HOTMAIL.COM
28,ESTADUAL - SE,SAO JOSE DOS CAMPOS,ESTEVAM FERRI PROFESSOR,645,SAO JOSE DOS CAMPOS,MONTE CASTELO,SAO JOSE DOS CAMPOS,12215110,RUA,CANTIDIO MIRAGAIA ,100,12.0,39411766.0,39419795.0,E023462A@EDUCACAO.SP.GOV.BR
