Nome_dependencia_Administrativa;Diretoria_de_ensino;Nome_Escola;Codigo_Municipio;Municipio;Bairro;Distrito;CEP;Complemento;Endereco;Numero;Ddd;Fone1;Fone2;Email
MUNICIPAL;SAO JOSE DOS CAMPOS;MARIANITA DE OLIVEIRA PEREIRA SANTOS PROFA NEI;645;SAO JOSE DOS CAMPOS;BOSQUE DOS EUCALIPTOS;SAO JOSE DOS CAMPOS;12233290;RUA;VICOSA ;5;12;39361002;;EMEIMARIANITADEOLIVEIRA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;MARILDA APARECIDA MONTEMOR PROFA EMEI;645;SAO JOSE DOS CAMPOS;JARDIM ORIENTE;SAO JOSE DOS CAMPOS;12236231;PRACA;VICTOR HUGO ;SN;12;39341602;39393268;EMEIMARILDAMONTEMOR@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;MARILDA FERREIRA DE BRITO BARROS PEREIRA IMI;645;SAO JOSE DOS CAMPOS;JARDIM VALPARAIBA;SAO JOSE DOS CAMPOS;12221371;PRACA;MUSICOS ;140;12;39120298;39298083;IMIMARILDAFERREIRA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;MARIO CAMPANER PROF EMEI;645;SAO JOSE DOS CAMPOS;JARDIM DAS INDUSTRIAS;SAO JOSE DOS CAMPOS;12241100;PRACA;FLAMBOYANT ;131;12;39315785;;EMEIMARIOCAMPANER@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;MAROCA VENEZIANI IMI;645;SAO JOSE DOS CAMPOS;ALTO DA PONTE;SAO JOSE DOS CAMPOS;12212500;RUA;RUA ALZIRO LEBRAO;SN;12;39229937;;IMIMAROCAVENEZIANI@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;MARQUES DE RABICO NUCLEO DE EDUCACAO INFANTIL;466;MONTEIRO LOBATO;CENTRO;MONTEIRO LOBATO;12250000;BAIRRO TAGUARI - KM 114;RODOVIA SP-50 ;SN;12;39480314;39791268;NARIZINHOARREBITADO@HOTMAIL.COM
MUNICIPAL;SAO JOSE DOS CAMPOS;MARTHA ABIB CASTANHO PROFESSORA EMEF;645;SAO JOSE DOS CAMPOS;JARDIM SATELITE;SAO JOSE DOS CAMPOS;12230021;RUA;LEBLON ;60;12;39333008;39336355;EMEFMARTHAABIB@SJC.SP.GOV.BRF
MUNICIPAL;SAO JOSE DOS CAMPOS;MERCEDES CARNEVALLI KLEIN PROFA EMEF;645;SAO JOSE DOS CAMPOS;JARDIM SATELITE;SAO JOSE DOS CAMPOS;12230810;RUA;ITAPOA ;350;12;39311404;39349082;EMEFMERCEDESCARNEVALLI@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;MERCEDES RACHID EDWARDS EMEF;645;SAO JOSE DOS CAMPOS;SAO FRANCISCO XAVIER;SAO FRANCISCO XAVIER;12249000;PRACA;ESTRADA MUNICIPAL VEREADOR PEDRO DAVID;19251;12;39261634;39261874;EMEFMERCEDESRACHID@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;MOACYR BENEDICTO DE SOUZA PROF EMEF;645;SAO JOSE DOS CAMPOS;CAMPO DOS ALEMAES;SAO JOSE DOS CAMPOS;12239420;RUA;MARIA MARTINS OTTOBONI ;100;12;39661000;39661829;EMEFMOACYRBENEDICTO@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;NEI PROFESSORA MARIA APARECIDA SAVASTANO SANCHEZ;645;SAO JOSE DOS CAMPOS;CENTRO;SAO JOSE DOS CAMPOS;12249000;PRACA;RUA TREZE DE MAIO;SN;12;39261665;;NEISAOFRANCISCOXAVIER@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;NORMA DE CONTI SIMAO PROFA EMEF;645;SAO JOSE DOS CAMPOS;CAMPO DOS ALEMAES;SAO JOSE DOS CAMPOS;12239260;RUA;JOAO ADAO ;349;12;39371818;39372828;EMEFNORMACONTI@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;NORMA LUCIA RODRIGUES DE ALMEIDA PROFA EMEI;645;SAO JOSE DOS CAMPOS;JARDIM DAS FLORES;EUGENIO DE MELO;12247650;RUA;FLOR DE LIS ;133;12;39052099;;EMEINORMALUCIA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;NÚCLEO DE EDUCAÇÃO INFANTIL NARIZINHO ARREBITADO ;466;MONTEIRO LOBATO;CENTRO;MONTEIRO LOBATO;12250000;PRACA;RUA HUMBERTO CAPELLI;191;12;39791268;;NARIZINHOARREBITADO@HOTMAIL.COM
MUNICIPAL;SAO JOSE DOS CAMPOS;NÚCLEO DE EDUCAÇÃO INFANTIL PROFA SILVIA HELENA DE SOUSA ;645;SAO JOSE DOS CAMPOS;SANTANA;SAO JOSE DOS CAMPOS;12211330;RUA;JOAO JOSE DO NASCIMENTO ;77;12;39235204;;NEIVILACESAR@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;OLGA FRANCO CUSTODIO PROFA NEI;645;SAO JOSE DOS CAMPOS;JARDIM MOTORAMA;SAO JOSE DOS CAMPOS;12224000;AVENIDA;ROSAS ;232;12;39296823;;EMEIOLGAFRANCO@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;OLIVIA DOS SANTOS FEIERABEND EMEF;466;MONTEIRO LOBATO;BAIRRO DO TAQUARI;MONTEIRO LOBATO;12250000;PRACA;ESTRADA SP 50 KM 114;SN;12;39480314;39481288;ESCOLAFUNDAMENTAL@MONTEIROLOBATO.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;OSWALDO COPPIO NEI;645;SAO JOSE DOS CAMPOS;JARDIM SAO JOSE II;SAO JOSE DOS CAMPOS;12248674;RUA;FREDIANO BIANCHI FILHO ;151;12;39291267;;NEIDOROTIDASILVA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;OTACILIA MADUREIRA DE MOURA PROFA EMEF;645;SAO JOSE DOS CAMPOS;VILA NAIR;SAO JOSE DOS CAMPOS;12231270;PRACA;QUIRIRIM ;101;12;39215655;39424780;EMEFOTACILIAMOURA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;PALMYRA SANT'ANNA PROFA EMEF;645;SAO JOSE DOS CAMPOS;VILA INDUSTRIAL;SAO JOSE DOS CAMPOS;12220000;AVENIDA;JUSCELINO KUBITSCHEK PRESIDENTE;6907;12;39125510;39292089;EMEFPALMYRASANTANNA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;PEDRO DE ALCANTARA DOM EMEF;645;SAO JOSE DOS CAMPOS;CONJUNTO RESIDENCIAL DOM PEDRO I;SAO JOSE DOS CAMPOS;12232750;AVENIDA;ADILSON JOSE DA CRUZ ;7581;12;39661244;39661964;EMEFDOMPEDRO@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;PEDRO DE ALCANTARA DOM IMI;645;SAO JOSE DOS CAMPOS;CONJ HAB PAPA JOAO PAULO II;SAO JOSE DOS CAMPOS;12232427;RUA;RUA JOSE BENEDITO CASTILHO;SN;12;39662525;;IMIDOMPEDRO@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;POSSIDONIO JOSE DE FREITAS EMEF;645;SAO JOSE DOS CAMPOS;CONJUNTO RESIDENCIAL GALO BRANCO;SAO JOSE DOS CAMPOS;12247530;RUA;FELICIO JABBUR NASSER ;935;12;39051911;39053030;EMEFPOSSIDONIOFREITAS@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;POSSIDONIO SALLES PROFESSOR EMEF;645;SAO JOSE DOS CAMPOS;JARDIM AMERICANO;SAO JOSE DOS CAMPOS;12225070;RUA;BENEDITO ERAS ;SN;12;39027392;;EMEFPOSSIDONIOSALLES@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;POUSADA DO VALE IMI;645;SAO JOSE DOS CAMPOS;CHACARAS POUSADA DO VALE;SAO JOSE DOS CAMPOS;12226740;RUA;CEREJEIRA ;SN;12;39293168;;IMIPOUSADADOVALE@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;PROFESSORA SONIA MARA RAMOS NUCLEO DE EDUCACAO INFANTIL;645;SAO JOSE DOS CAMPOS;VILA SAO PEDRO;SAO JOSE DOS CAMPOS;12216390;PRACA;PARAIBA ;119;12;39229689;;NEIVILASAOPEDRO@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;REINO DAS AGUAS CLARAS NUCLEO DE EDUCACAO INFANTIL;466;MONTEIRO LOBATO;CENTRO;MONTEIRO LOBATO;12250000;PRACA;RUA BERNARDINO DE CAMPOS;160;12;39791583;;SILVANAMOURA2016@OUTLOOK.COM
MUNICIPAL;SAO JOSE DOS CAMPOS;RIO COMPRIDO NEI;645;SAO JOSE DOS CAMPOS;RIO COMPRIDO;SAO JOSE DOS CAMPOS;12224730;RUA;RUA SAO FRANCISCO;181;12;39393224;;NEIRIOCOMPRIDO@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;ROSA TOMITA PROFA EMEF;645;SAO JOSE DOS CAMPOS;JARDIM SAO JOSE II;SAO JOSE DOS CAMPOS;12248678;RUA;AYRTON SENNA DA SILVA ;90;12;32292995;39120390;EMEFROSATOMITA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;ROSANA SCARPEL DA SILVA PROFA EMEI;645;SAO JOSE DOS CAMPOS;CAMPO DOS ALEMAES;SAO JOSE DOS CAMPOS;12239290;;JOAO DE OLIVEIRA E SILVA;S/N;12;39661275;;PLANEJAMENTOESCOLAR@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;RUTH NUNES DA TRINDADE PROFA EMEF;645;SAO JOSE DOS CAMPOS;JARDIM TORRAO DE OURO;SAO JOSE DOS CAMPOS;12229010;RUA;WALDEMAR TEIXEIRA ;900;12;39441030;39441670;EMEFRUTHNUNES@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;SANDRA REGINA DE ALMEIDA PAULO PROFA EMEI;645;SAO JOSE DOS CAMPOS;JARDIM AMERICANO;SAO JOSE DOS CAMPOS;12225050;PRACA;JOSE CARLOS PACE ;220;12;39296773;;EMEISANDRAREGINA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;SEBASTIANA COBRA PROFA EMEF;645;SAO JOSE DOS CAMPOS;JARDIM DAS INDUSTRIAS;SAO JOSE DOS CAMPOS;12240150;RUA;RUA DOS AMORES-PERFEITOS;95;12;39311814;39345393;EMEFSEBASTIANACOBRA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;SILVANA MARIA RIBEIRO DE ALMEIDA PROFA EMEF;645;SAO JOSE DOS CAMPOS;JARDIM DAS CEREJEIRAS;SAO JOSE DOS CAMPOS;12225570;RUA;QUATRO DE MARCO ;10;12;39075772;39077494;EMEFSILVANAMARIA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;SONIA MARIA PEREIRA DA SILVA PROFA EMEF;645;SAO JOSE DOS CAMPOS;PARQUE NOVO HORIZONTE;SAO JOSE DOS CAMPOS;12225740;RUA;RUA DOS ALFAIATES;321;12;39073355;39074020;EMEFSONIAMARIA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;THEREZINHA DO MENINO JESUS SOARES DO NASCIMENTO PROFA EMEF;645;SAO JOSE DOS CAMPOS;CONJUNTO RESIDENCIAL DOM PEDRO I;SAO JOSE DOS CAMPOS;12232841;RUA;FRANCISCO CARLOS BARBOSA ;200;12;39661028;39661582;EMEFTHEREZINHAJESUS@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;TORATARO TAKITANI EMEI;645;SAO JOSE DOS CAMPOS;JARDIM VALE DO SOL;SAO JOSE DOS CAMPOS;12238090;PRACA;BAHIA DE SAO SALVADOR ;142;12;39313382;39340442;EMEITORATAROTAKITANI@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;VALERIA APARECIDA DE ALMEIDA VASCONCELOS PROFA EMEI;645;SAO JOSE DOS CAMPOS;RESIDENCIAL GAZZO;SAO JOSE DOS CAMPOS;12236852;ESTRADA;ARCILIO MOREIRA DA SILVA ;191;12;39318887;;EMEIVALERIAAPARECIDA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;VERA BABO DE OLIVEIRA PROFA EMEF;645;SAO JOSE DOS CAMPOS;JARDIM ALTOS DE SANTANA;SAO JOSE DOS CAMPOS;12214010;AVENIDA;ALTO DO RIO DOCE ;801;12;39215748;39424478;EMEFVERABABO@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;VERA LUCIA CARNEVALLI BARRETO PROFA EMEF;645;SAO JOSE DOS CAMPOS;SANTANA;SAO JOSE DOS CAMPOS;12211115;AVENIDA;OLIVO GOMES ;520;12;39216258;39422780;EMEFVERALUCIA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;VICENTE SIMIAO LUZ NEI;645;SAO JOSE DOS CAMPOS;JARDIM SAO LEOPOLDO;SAO JOSE DOS CAMPOS;12228191;RUA;NATALIO ANGELO STABELI ;20;12;39441481;;NEIVICENTESIMIAO@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;VILA PAIVA NEI;645;SAO JOSE DOS CAMPOS;VILA PAIVA;SAO JOSE DOS CAMPOS;12213400;RUA;ANTONIO PEDRO PEROTTI ;375;12;39228122;;NEIVILAPAIVA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;VILA SAO BENTO NEI;645;SAO JOSE DOS CAMPOS;VILA SAO BENTO;SAO JOSE DOS CAMPOS;12231600;RUA;GURUPI ;40;12;39434271;;NEIVILASAOBENTO@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;VILA SAO GERALDO NEI DA;645;SAO JOSE DOS CAMPOS;VILA SAO GERALDO;SAO JOSE DOS CAMPOS;12213270;RUA;MANOEL FERNANDES NETTO MAJOR;320;12;39212537;;EMEIPADREBONAFE@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;VISCONDE DE SABUGOSA NUCLEO DE EDUCACAO INFANTIL;466;MONTEIRO LOBATO;CENTRO;MONTEIRO LOBATO;12250000;BAIRRO SAO BENEDITO;RODOVIA SP 50;SN;12;39791268;;NARIZINHOARREBITADO@HOTMAIL.COM
MUNICIPAL;SAO JOSE DOS CAMPOS;WALDEMAR RAMOS PROF EMEF;645;SAO JOSE DOS CAMPOS;CIDADE VISTA VERDE;SAO JOSE DOS CAMPOS;12223410;RUA;MEXICO ;84;12;39120318;39125840;EMEFWALDEMARRAMOS@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;ZELI DE TOLEDO DIAS PROFA EMEI;645;SAO JOSE DOS CAMPOS;JARDIM UIRA;SAO JOSE DOS CAMPOS;12227620;AVENIDA;CURRUIRAS ;160;12;39214527;;EMEIZELIDETOLEDO@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;ZENAIDE VILALVA ARAUJO PROFA EMEI;645;SAO JOSE DOS CAMPOS;VILA ADYANA;SAO JOSE DOS CAMPOS;12243750;RUA;PRUDENTE MEIRELES DE MORAIS ENGENHEIRO;1000;12;39217439;;EMEIZENAIDEVILALVA@SJC.SP.GOV.BR
MUNICIPAL;SAO JOSE DOS CAMPOS;ZILDA COSTA DE OLIVEIRA PROFA EMEI;645;SAO JOSE DOS CAMPOS;JARDIM DA GRANJA;SAO JOSE DOS CAMPOS;12227230;PRACA;HELIO DIAS ;137;12;39225411;;EMEIZILDACOSTA@SJC.SP.GOV.BR
